transaction_id,item_sku,region,transaction_date,unit_price,units_sold,card_number,cvv
12260,PROD-089,East,2023-02-08,446.69,98,2193921234322261,596
10141,PROD-079,South,2023-02-08,237.56,8,8529784093280408,863
13187,PROD-003,West,2023-02-08,489.31,69,5334638093161271,748
12927,PROD-018,East,2023-02-09,29.7,29,6896368621040084,279
12373,PROD-023,West,2023-02-09,235.29,4,1194646299826511,146
12003,PROD-007,West,2023-02-09,478.21,15,1270890751378495,476
14693,PROD-068,East,2023-02-09,31.82,72,6261705518126102,748
14734,PROD-052,East,2023-02-09,480.9,12,8502966121776673,205
12699,PROD-087,East,2023-02-09,409.76,37,2179528232874773,965
11258,PROD-076,East,2023-02-10,383.88,10,4198400919125296,181
11871,PROD-099,West,2023-02-10,447.81,61,6429394334198424,464
12944,PROD-006,Central,2023-02-11,294.04,43,2295955674058501,652
12341,PROD-090,West,2023-02-11,324.79,79,7394712877306520,521
13070,PROD-090,South,2023-02-12,392.13,66,2201225931966434,610
11778,PROD-098,North,2023-02-12,262.47,48,1043325035184316,485
14071,PROD-010,Central,2023-02-12,373.23,52,6607123801472395,314
12449,PROD-060,North,2023-02-12,482.33,75,3500961029811382,308
11042,PROD-059,South,2023-02-12,429.2,24,3438530178995434,114
10007,PROD-082,South,2023-02-13,144.84,49,3753458303484624,473
14087,PROD-054,Central,2023-02-13,428.39,82,6900688114874884,836
11303,PROD-019,East,2023-02-13,479.89,11,2431533672159887,409
14882,PROD-043,South,2023-02-13,285.73,95,1335243125717022,861
13321,PROD-085,North,2023-02-14,217.49,3,8690925005411304,538
13672,PROD-099,South,2023-02-14,21.84,97,6208807021701869,109
14926,PROD-037,South,2023-02-14,272.41,52,1140027583104893,461
13052,PROD-015,West,2023-02-14,487.71,98,5812391193413346,567
12532,PROD-039,South,2023-02-14,481.99,93,2420267205881214,864
11376,PROD-030,East,2023-02-14,308.15,54,5934033241096741,583
13074,PROD-059,Central,2023-02-15,182.66,98,2897090537739099,887
14817,PROD-012,East,2023-02-15,110.02,61,3757123657004600,393
12760,PROD-056,West,2023-02-15,48.09,47,1549788102970430,895
10540,PROD-074,West,2023-02-15,240.87,84,5529054151378397,290
14038,PROD-024,Central,2023-02-15,255.94,28,1881718161466937,661
11349,PROD-005,West,2023-02-15,459.17,85,5353912941594716,513
12283,PROD-067,East,2023-02-17,222.76,47,4807236316124753,184
13077,PROD-054,East,2023-02-17,290.67,62,1384659582938760,342
11322,PROD-063,East,2023-02-17,41.22,11,5530086991550500,309
10205,PROD-005,South,2023-02-17,49.92,94,8670813905232726,254
12898,PROD-082,East,2023-02-17,224.04,21,1248959984769503,522
14223,PROD-056,South,2023-02-18,171.44,15,8327568189098682,856
11013,PROD-053,South,2023-02-18,179.6,44,1471505419948151,703
12588,PROD-046,West,2023-02-18,56.71,48,3799262831250577,831
13820,PROD-089,West,2023-02-18,175.46,28,8718753964611370,615
13878,PROD-037,South,2023-02-19,200.51,88,1494520357707244,834
12554,PROD-070,Central,2023-02-19,209.02,37,5890665417041938,242
10573,PROD-071,North,2023-02-19,73.24,26,5523276858700752,795
13660,PROD-045,East,2023-02-19,190.09,45,5759796805628518,358
10755,PROD-087,East,2023-02-19,23.15,16,8009354079572373,889
14644,PROD-032,Central,2023-02-19,59.68,67,7253616868688743,770
13906,PROD-065,South,2023-02-20,399.71,80,3152351054588886,287
14768,PROD-036,East,2023-02-20,171.5,27,1042849364866882,309
10137,PROD-041,East,2023-02-20,292.72,53,2153774696335260,187
12339,PROD-042,North,2023-02-20,251.71,62,6957847677399006,355
13126,PROD-006,South,2023-02-20,343.46,59,6261404848685994,808
11665,PROD-008,North,2023-02-20,373.48,21,6025266717757960,950
12430,PROD-068,South,2023-02-20,334.33,41,4012576649937136,534
12981,PROD-056,Central,2023-02-20,487.23,10,3129514875383773,108
11098,PROD-099,East,2023-02-21,89.15,80,7588799794151234,621
10029,PROD-083,East,2023-02-21,272.39,90,8139493944518976,938
11444,PROD-041,East,2023-02-21,296.48,31,6934614823666526,984
13727,PROD-095,North,2023-02-22,101.79,30,3789601989106695,641
14684,PROD-023,East,2023-02-22,358.88,16,1992345063356262,114
10768,PROD-088,South,2023-02-22,215.04,36,8366931056676910,342
13154,PROD-075,South,2023-02-23,219.72,76,7390248569043869,864
12068,PROD-099,South,2023-02-23,211.86,6,7045119932068416,535
11617,PROD-026,South,2023-02-23,92.31,93,4469715026000278,693
13525,PROD-008,West,2023-02-23,315.93,35,3091380876977657,929
12043,PROD-082,West,2023-02-23,335.61,87,8290481056468238,445
13783,PROD-068,Central,2023-02-23,183.53,48,4548975384654014,143
14652,PROD-044,East,2023-02-24,175.02,3,2609096460989770,956
13815,PROD-049,East,2023-02-24,377.19,57,8911141430056838,729
11538,PROD-029,North,2023-02-24,192.63,84,3614244243463292,285
14207,PROD-023,South,2023-02-24,440.4,17,3724307089878997,527
11041,PROD-063,North,2023-02-25,154.21,23,7336075131671889,804
14720,PROD-038,West,2023-02-25,295.82,33,1568090630349383,601
12572,PROD-099,North,2023-02-25,444.92,10,3399515951644723,719
13642,PROD-053,North,2023-02-25,350.07,13,6172685085108269,521
11289,PROD-053,South,2023-02-26,472.92,51,2703469396832872,307
13124,PROD-014,Central,2023-02-26,120.71,14,6748836480641711,128
14443,PROD-034,North,2023-02-27,413.76,69,1127252373100173,444
10769,PROD-070,South,2023-02-27,303.97,82,1217596888513067,738
12289,PROD-038,South,2023-02-27,472.28,33,5368234817104431,386
14304,PROD-058,North,2023-02-28,29.6,92,8120505545420622,401
11352,PROD-029,South,2023-02-28,39.62,68,4874289251587368,856
12420,PROD-005,East,2023-03-01,420.63,46,3972140236568117,715
14017,PROD-002,West,2023-03-01,231.46,55,3128696672716828,865
10904,PROD-080,Central,2023-03-01,467.15,11,3003333812010934,684
13401,PROD-007,North,2023-03-01,96.84,44,2290593909646289,197
12741,PROD-091,South,2023-03-01,385.23,80,2546081738862188,809
11945,PROD-084,West,2023-03-02,222.69,24,3801141297469479,935
14903,PROD-025,West,2023-03-02,64.74,58,8632001103907824,846
13722,PROD-004,West,2023-03-02,368.6,88,1893386080806884,261
14691,PROD-018,East,2023-03-02,116.41,86,1943550128712728,984
14342,PROD-074,North,2023-03-03,202.11,61,6553603360151801,392
13381,PROD-044,Central,2023-03-03,439.81,20,1742629742402242,125
11486,PROD-015,East,2023-03-03,193.8,85,3390899249821384,481
11811,PROD-016,North,2023-03-03,187.56,57,1334121155083323,905
10710,PROD-040,South,2023-03-03,455.88,5,7296594148398376,849
10242,PROD-084,West,2023-03-03,88.18,24,6757706622286606,745
10580,PROD-035,Central,2023-03-04,207.64,93,4259527793699133,253
13168,PROD-075,South,2023-03-05,468.56,26,6020006860835025,382
13418,PROD-099,North,2023-03-05,148.08,26,6105402158515202,868
11482,PROD-028,Central,2023-03-05,39.98,100,5063721674132750,734
13093,PROD-010,Central,2023-03-05,109.8,57,1502324644171318,341
12970,PROD-020,West,2023-03-05,241.48,36,2462848103997529,622
14914,PROD-003,East,2023-03-05,42.41,3,3367401128709403,939
14744,PROD-032,North,2023-03-06,430.43,4,2631113038375855,608
13723,PROD-037,North,2023-03-06,297.81,8,5369979607972619,894
14170,PROD-020,North,2023-03-06,24.84,33,6700744336660557,900
10871,PROD-091,South,2023-03-06,177.25,72,2535274935292731,734
12827,PROD-050,East,2023-03-07,46.14,13,6277483788793836,662
12101,PROD-027,East,2023-03-07,184.39,52,7036501753922439,411
12886,PROD-070,South,2023-03-07,217.37,77,2498224957653109,779
14302,PROD-075,Central,2023-03-07,472.62,85,2698485820462255,991
13606,PROD-094,East,2023-03-07,293.67,14,1563523269766291,992
12615,PROD-050,Central,2023-03-07,490.93,67,7407305382710811,136
12487,PROD-028,Central,2023-03-07,206.57,59,3367007356556549,988
14647,PROD-050,North,2023-03-08,442.14,26,1531678904972736,796
10469,PROD-027,West,2023-03-08,419.08,26,3821437956339280,907
10057,PROD-006,East,2023-03-08,473.0,30,4756448631354601,834
11261,PROD-005,Central,2023-03-08,190.03,70,6224228716149577,195
12225,PROD-029,East,2023-03-08,379.05,53,2969822375832049,307
14300,PROD-031,West,2023-03-09,82.76,14,3163484907828125,871
12250,PROD-027,Central,2023-03-09,11.39,64,2724375105990983,238
12933,PROD-048,East,2023-03-09,190.79,76,5679760523796420,789
13232,PROD-084,West,2023-03-10,368.14,92,4036047917246771,332
12618,PROD-031,Central,2023-03-10,77.36,58,4841060743817561,412
10554,PROD-010,East,2023-03-10,497.29,77,4196893865798876,156
12468,PROD-068,North,2023-03-10,486.84,62,4562273238351644,800
13286,PROD-076,East,2023-03-10,419.82,18,7303009708279844,619
12394,PROD-019,West,2023-03-10,104.29,85,3002036842022941,503
10221,PROD-020,South,2023-03-11,377.21,87,8238049097639278,668
13690,PROD-072,East,2023-03-11,258.03,14,7952104832291559,332
14609,PROD-029,East,2023-03-11,294.83,52,2366832527786780,514
12569,PROD-043,North,2023-03-11,408.85,95,8656909768310148,273
14781,PROD-024,Central,2023-03-11,154.9,66,4065623900142774,345
13789,PROD-023,Central,2023-03-11,415.93,66,7077224969094981,361
14137,PROD-026,South,2023-03-12,427.72,57,4779481383646255,993
10727,PROD-057,South,2023-03-12,56.69,45,5013920704709850,432
14891,PROD-019,Central,2023-03-12,490.95,15,7216373675238772,214
10742,PROD-083,North,2023-03-13,231.67,90,1151945063407590,699
11498,PROD-033,North,2023-03-13,268.21,38,1956800922715698,553
13705,PROD-095,Central,2023-03-13,390.83,99,6309979444703577,649
12159,PROD-029,North,2023-03-13,334.53,63,3344721380796371,805
12679,PROD-062,South,2023-03-13,328.05,84,5978200488178303,801
10501,PROD-055,North,2023-03-13,496.24,95,7079832886232180,826
13776,PROD-011,East,2023-03-14,124.72,16,2630990882379689,347
12409,PROD-047,Central,2023-03-14,280.7,7,8337784108813778,409
14357,PROD-019,South,2023-03-14,347.74,29,1122847703801364,856
14475,PROD-051,Central,2023-03-14,367.67,20,6009603439121343,253
10865,PROD-000,West,2023-03-14,410.04,91,6573822620191968,234
11324,PROD-075,West,2023-03-15,28.65,73,1172575548660303,532
11974,PROD-090,South,2023-03-15,440.26,7,1762066448730264,352
11262,PROD-046,East,2023-03-15,277.42,74,1762989339193014,676
14138,PROD-002,North,2023-03-15,343.26,8,7992086384762191,909
13602,PROD-080,East,2023-03-16,476.49,78,5452091199344163,322
11348,PROD-097,North,2023-03-16,103.06,96,3771692348131756,692
13203,PROD-068,Central,2023-03-16,369.89,91,4566226343331860,227
13380,PROD-054,South,2023-03-16,367.13,64,3103519713011049,958
12324,PROD-057,North,2023-03-17,458.69,33,6075765721701423,480
12708,PROD-079,South,2023-03-17,289.13,86,2010030874463119,815
11776,PROD-094,Central,2023-03-17,287.24,59,5504467961813782,751
14584,PROD-065,East,2023-03-17,496.52,29,3464565740253993,253
14937,PROD-092,South,2023-03-17,179.1,32,7238496875185479,327
12280,PROD-025,Central,2023-03-17,42.04,75,8923129383798966,712
13774,PROD-072,East,2023-03-17,498.13,98,5331311332613518,450
11560,PROD-000,East,2023-03-17,448.9,33,7611973693198291,274
13623,PROD-024,West,2023-03-17,406.88,63,5792567853742585,844
13397,PROD-081,South,2023-03-17,188.68,60,7092371122399937,605
12982,PROD-095,South,2023-03-18,206.92,29,8478553073353364,342
12962,PROD-086,West,2023-03-18,145.86,64,8045832747277564,463
12860,PROD-039,Central,2023-03-18,430.85,57,7558676235807044,501
14848,PROD-023,North,2023-03-18,176.33,3,7287086319558577,174
10797,PROD-000,East,2023-03-19,145.81,88,5119416467178295,770
13419,PROD-096,Central,2023-03-19,60.56,16,8041066469954905,942
12646,PROD-019,North,2023-03-19,80.87,65,1518019410313968,151
11873,PROD-026,Central,2023-03-19,317.45,15,4216082149402409,738
13234,PROD-017,Central,2023-03-19,238.76,40,1717138071982937,172
13033,PROD-001,North,2023-03-19,290.81,3,3372797065959942,784
12254,PROD-056,North,2023-03-20,13.3,99,1002836873660076,704
12585,PROD-020,West,2023-03-20,435.13,20,1893476417073064,179
13204,PROD-099,West,2023-03-20,115.36,24,6235375836893508,133
14044,PROD-006,East,2023-03-20,252.17,50,2848691741393440,733
11770,PROD-089,North,2023-03-20,422.91,11,2796851683848536,828
14036,PROD-076,South,2023-03-20,162.81,84,5316557474343046,453
14210,PROD-074,South,2023-03-20,448.21,27,6051030193532642,400
14556,PROD-084,Central,2023-03-21,106.69,97,1110488726716327,571
13374,PROD-080,South,2023-03-21,20.26,81,1922860166800003,770
13793,PROD-051,South,2023-03-21,253.16,94,3451918900832811,383
14613,PROD-006,North,2023-03-21,344.8,49,8810935464861398,355
11455,PROD-021,South,2023-03-21,351.76,48,6161431862783349,960
11429,PROD-092,West,2023-03-21,175.63,78,6381828845695554,467
12113,PROD-023,East,2023-03-22,377.56,41,6613566366365419,740
11023,PROD-014,East,2023-03-22,412.02,94,2450069379770540,769
12438,PROD-029,West,2023-03-22,49.95,95,2012330921923829,864
12590,PROD-072,North,2023-03-22,278.92,57,1215080604306320,993
14154,PROD-007,North,2023-03-22,429.88,65,2466372636058744,656
13057,PROD-085,West,2023-03-22,297.75,47,5495652385496061,529
14165,PROD-033,Central,2023-03-22,305.22,64,5455804333596713,527
14423,PROD-009,West,2023-03-23,440.79,37,1063868500253587,890
12555,PROD-090,East,2023-03-23,186.62,66,6670990931149060,123
13922,PROD-058,West,2023-03-23,170.78,87,6728215192000360,338
12897,PROD-038,North,2023-03-23,293.37,45,1014688854746777,926
14894,PROD-031,Central,2023-03-23,67.3,2,1926068424613043,327
10122,PROD-026,East,2023-03-24,373.49,82,2432186396354680,285
14194,PROD-017,Central,2023-03-24,102.55,85,2091082890843871,800
14134,PROD-063,West,2023-03-24,259.71,43,6642332446308300,124
13848,PROD-006,East,2023-03-24,33.6,38,3000069576030057,776
10614,PROD-091,East,2023-03-24,270.1,98,8977579253002753,978
10400,PROD-058,West,2023-03-24,277.15,25,6392679964889763,308
11010,PROD-043,South,2023-03-24,200.83,50,8296676260074413,441
13339,PROD-004,South,2023-03-25,482.97,66,2831311118008841,299
13983,PROD-078,Central,2023-03-25,172.99,80,5741976219262484,555
14132,PROD-063,West,2023-03-25,154.0,35,1815888793893771,229
14410,PROD-011,South,2023-03-25,250.95,20,5161093487697318,453
14315,PROD-060,South,2023-03-25,327.12,8,7099946897594796,127
12323,PROD-040,North,2023-03-25,451.66,24,8571501436843082,385
12269,PROD-057,West,2023-03-26,386.46,29,7333181262550950,478
14051,PROD-013,Central,2023-03-26,349.38,48,3809497901418301,404
12807,PROD-030,South,2023-03-26,405.37,71,6921973594726666,407
11423,PROD-005,Central,2023-03-26,189.6,30,3418183030699439,215
14732,PROD-076,West,2023-03-26,489.64,35,1467902519566507,984
12365,PROD-079,East,2023-03-27,84.08,29,7066610223723352,524
14468,PROD-022,East,2023-03-27,352.89,88,2397303120774674,498
12461,PROD-078,South,2023-03-27,159.75,23,1222506822975820,492
13593,PROD-060,South,2023-03-27,35.57,22,6128428603027268,585
10196,PROD-040,West,2023-03-28,271.79,77,3324314975111047,327
14341,PROD-039,South,2023-03-28,499.97,31,6207709704072745,850
11080,PROD-000,North,2023-03-28,338.95,65,3450128957131964,365
13869,PROD-085,Central,2023-03-29,202.11,22,2668164518815740,252
10781,PROD-052,West,2023-03-29,354.28,90,7681816526142275,462
11720,PROD-029,East,2023-03-29,279.37,60,6716553236112969,226
13438,PROD-017,Central,2023-03-29,203.19,99,5805125807009798,467
10690,PROD-096,Central,2023-03-29,162.98,20,3892963564928095,480
13949,PROD-036,East,2023-03-30,484.57,10,8909795056956478,134
11791,PROD-033,West,2023-03-30,427.09,23,6015876558163820,763
13185,PROD-042,North,2023-03-30,86.45,38,7755867634054602,153
13604,PROD-081,South,2023-03-30,378.11,20,6094749342341927,100
13835,PROD-098,East,2023-03-30,289.72,55,6936230871919851,508
13067,PROD-071,East,2023-03-30,199.66,11,7476003407139384,507
11082,PROD-043,North,2023-03-30,477.2,92,6024490175669248,339
13383,PROD-067,Central,2023-03-30,388.03,50,5666618235760014,414
13598,PROD-051,West,2023-03-30,136.48,77,8203907680097888,304
10913,PROD-045,South,2023-03-30,60.04,60,1816517426152910,849
10838,PROD-062,North,2023-03-30,240.29,27,8075305041522090,703
11998,PROD-068,Central,2023-03-30,311.3,58,5334710052246815,997
